Circuit: * Z:\home\peter\repos\pwm-charge-controller\ltspice\pwm5.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.000237219 ++to 0.00023722
Heightened Def Con from 0.000237222 to 0.000237222
Heightened Def Con from 0.000237222 to 0.000237222
Heightened Def Con from 0.000237231 +to 0.000237232
Heightened Def Con from 0.000237232 to 0.000237232
Heightened Def Con from 0.000237232 to 0.000237233
Heightened Def Con from 0.000237234 to 0.000237234
Heightened Def Con from 0.000237234 to 0.000237235
Heightened Def Con from 0.000237235 to 0.000237237
Heightened Def Con from 0.000237239 to 0.000237239
Heightened Def Con from 0.000237239 to 0.000237239
Heightened Def Con from 0.000237239 to 0.000237239
Heightened Def Con from 0.000237239 to 0.00023724
Heightened Def Con from 0.000237245 to 0.000237246
Heightened Def Con from 0.000237247 to 0.000237248
Heightened Def Con from 0.000237248 to 0.000237248
Heightened Def Con from 0.000237248 to 0.000237249
Heightened Def Con from 0.000237375 to 0.000237375
Heightened Def Con from 0.000237375 to 0.000237376
Heightened Def Con from 0.000237382 to 0.000237383
Heightened Def Con from 0.000237383 to 0.000237383
Heightened Def Con from 0.000237383 to 0.000237383
Heightened Def Con from 0.000237383 to 0.000237383
Heightened Def Con from 0.000237383 to 0.000237385
Heightened Def Con from 0.000237385 +to 0.000237385
Heightened Def Con from 0.000237385 to 0.000237387
Heightened Def Con from 0.000237388 to 0.000237388
Heightened Def Con from 0.000237388 to 0.000237388
Heightened Def Con from 0.000237388 to 0.000237388
Heightened Def Con from 0.000237388 to 0.000237389
Heightened Def Con from 0.00023739 to 0.00023739
Heightened Def Con from 0.00023739 +to 0.00023739
Heightened Def Con from 0.00023739 to 0.000237391
Heightened Def Con from 0.000237393 +to 0.000237395
Heightened Def Con from 0.000237395 to 0.000237396
Heightened Def Con from 0.000237396 to 0.000237398
Heightened Def Con from 0.000237398 to 0.000237398
Heightened Def Con from 0.000237398 to 0.000237398
Heightened Def Con from 0.000237398 +to 0.000237399
Heightened Def Con from 0.000237412 to 0.000237412
Heightened Def Con from 0.000237413 to 0.000237413
Heightened Def Con from 0.000237413 +to 0.000237414
Heightened Def Con from 0.000237448 to 0.000237448
Heightened Def Con from 0.000237449 to 0.000237451
Heightened Def Con from 0.000237451 to 0.000237452
Heightened Def Con from 0.000237452 +to 0.000237452
Heightened Def Con from 0.000237452 to 0.000237453
Heightened Def Con from 0.000237453 to 0.000237454
Heightened Def Con from 0.000237454 to 0.000237454
Heightened Def Con from 0.000237454 to 0.000237456
Heightened Def Con from 0.000237457 to 0.000237457
Heightened Def Con from 0.000237457 to 0.000237457
Heightened Def Con from 0.000237457 to 0.000237458
Heightened Def Con from 0.00023746 to 0.000237461
Heightened Def Con from 0.000237464 to 0.000237464
Heightened Def Con from 0.000237464 +to 0.000237464
Heightened Def Con from 0.000237464 to 0.000237465
Heightened Def Con from 0.000237476 +to 0.000237477
Heightened Def Con from 0.000237477 to 0.000237478
Heightened Def Con from 0.000237484 to 0.000237485
Heightened Def Con from 0.000237486 to 0.000237487
Heightened Def Con from 0.000237488 to 0.000237488
Heightened Def Con from 0.000237488 to 0.000237489
Heightened Def Con from 0.000237489 to 0.000237489
Heightened Def Con from 0.000237489 to 0.00023749
Heightened Def Con from 0.00023749 to 0.000237491
Heightened Def Con from 0.000237491 to 0.000237492
Heightened Def Con from 0.000237492 to 0.000237493
Heightened Def Con from 0.000237507 to 0.000237507
Heightened Def Con from 0.000237507 +to 0.000237508
Heightened Def Con from 0.000237508 to 0.00023751
Heightened Def Con from 0.000237516 to 0.000237516
Heightened Def Con from 0.000237516 ++to 0.000237517
Heightened Def Con from 0.000237517 to 0.000237517
Heightened Def Con from 0.000237517 +to 0.000237519
Heightened Def Con from 0.000237519 +to 0.00023752
Heightened Def Con from 0.00023752 to 0.00023752
Heightened Def Con from 0.00023752 to 0.00023752
Heightened Def Con from 0.00023752 to 0.00023752
Heightened Def Con from 0.00023752 to 0.000237522
Heightened Def Con from 0.000237522 to 0.000237523
Heightened Def Con from 0.000237523 to 0.000237524
Heightened Def Con from 0.000237526 +to 0.000237527
Heightened Def Con from 0.000237529 to 0.00023753
Heightened Def Con from 0.00023753 to 0.000237531
Heightened Def Con from 0.000237545 to 0.000237546
Heightened Def Con from 0.000237547 +to 0.000237547
Heightened Def Con from 0.000237547 to 0.000237548
Heightened Def Con from 0.000237549 to 0.000237549
Heightened Def Con from 0.000237549 to 0.00023755
Heightened Def Con from 0.00023755 to 0.000237551
Heightened Def Con from 0.000237565 to 0.000237565
Heightened Def Con from 0.000237566 to 0.000237566
Heightened Def Con from 0.000237566 to 0.000237566
Heightened Def Con from 0.000237567 to 0.000237569
Heightened Def Con from 0.00023757 to 0.000237571
Heightened Def Con from 0.000237571 to 0.000237572
Heightened Def Con from 0.000237579 to 0.000237579
Heightened Def Con from 0.000237579 +to 0.000237579
Heightened Def Con from 0.000237579 to 0.00023758
Heightened Def Con from 0.00023758 to 0.000237581
Heightened Def Con from 0.000237582 to 0.000237583
Heightened Def Con from 0.000237583 to 0.000237584
Heightened Def Con from 0.000237584 +to 0.000237585
Heightened Def Con from 0.000237591 to 0.000237591
Heightened Def Con from 0.000237591 to 0.000237592
Heightened Def Con from 0.000237592 to 0.000237592
Heightened Def Con from 0.000237592 to 0.000237592
Heightened Def Con from 0.000237592 to 0.000237593
Heightened Def Con from 0.000237595 to 0.000237596
Heightened Def Con from 0.000237596 to 0.000237597
Heightened Def Con from 0.000237598 to 0.000237598
Heightened Def Con from 0.000237598 to 0.000237598
Heightened Def Con from 0.000237598 +to 0.0002376
Heightened Def Con from 0.000237602 to 0.000237603
Heightened Def Con from 0.000237603 to 0.000237604
Heightened Def Con from 0.000237608 ++to 0.000237609
Heightened Def Con from 0.000237609 to 0.000237609
Heightened Def Con from 0.000237609 +to 0.000237609
Heightened Def Con from 0.000237609 +to 0.000237609
Heightened Def Con from 0.000237609 +to 0.00023761
Heightened Def Con from 0.000237614 to 0.000237615
Heightened Def Con from 0.000237616 to 0.000237617
Heightened Def Con from 0.000237617 to 0.000237618
Heightened Def Con from 0.000237618 to 0.000237619
Heightened Def Con from 0.000237619 to 0.000237619
Heightened Def Con from 0.000237619 to 0.00023762
Heightened Def Con from 0.000237622 to 0.000237623
Heightened Def Con from 0.000237623 to 0.000237624
Heightened Def Con from 0.000237624 ++++to 0.000237624
Heightened Def Con from 0.000237624 to 0.000237624
Heightened Def Con from 0.000237624 to 0.000237625
Heightened Def Con from 0.000237625 to 0.000237625
Heightened Def Con from 0.000237625 to 0.000237626
Heightened Def Con from 0.000237626 +to 0.000237626
Heightened Def Con from 0.000237626 +to 0.000237627
Heightened Def Con from 0.000237627 to 0.000237628
Heightened Def Con from 0.000237628 +to 0.000237628
Heightened Def Con from 0.000237628 to 0.000237629
Heightened Def Con from 0.000237629 +to 0.000237629
Heightened Def Con from 0.000237629 to 0.000237629
Heightened Def Con from 0.000237629 +to 0.00023763
Heightened Def Con from 0.000237693 to 0.000237693
Heightened Def Con from 0.000237693 to 0.000237694
Heightened Def Con from 0.000237694 to 0.000237694
Heightened Def Con from 0.000237694 to 0.000237694
Heightened Def Con from 0.000237694 to 0.000237695
Heightened Def Con from 0.000237695 +to 0.000237696
Heightened Def Con from 0.000237696 +to 0.000237697
Heightened Def Con from 0.000237697 to 0.000237697
Heightened Def Con from 0.000237697 to 0.000237698
Heightened Def Con from 0.000237698 to 0.000237699
Heightened Def Con from 0.000237713 to 0.000237713
Heightened Def Con from 0.000237713 +to 0.000237714
Heightened Def Con from 0.000237714 to 0.000237714
Heightened Def Con from 0.000237714 to 0.000237715
Heightened Def Con from 0.00023772 ++to 0.000237721
Heightened Def Con from 0.000237751 to 0.000237752
Heightened Def Con from 0.000237752 to 0.000237752
Heightened Def Con from 0.000237752 +to 0.000237752
Heightened Def Con from 0.000237753 to 0.000237753
Heightened Def Con from 0.000237753 +to 0.000237754
Heightened Def Con from 0.000237756 to 0.000237756
Heightened Def Con from 0.000237756 to 0.000237757
Heightened Def Con from 0.000237787 to 0.000237788
Heightened Def Con from 0.000237788 to 0.000237788
Heightened Def Con from 0.000237788 to 0.000237789
Heightened Def Con from 0.000237795 to 0.000237796
Heightened Def Con from 0.000237796 +to 0.000237796
Heightened Def Con from 0.000237796 to 0.000237797
Heightened Def Con from 0.000237799 +to 0.0002378
Heightened Def Con from 0.000237801 to 0.000237802
Heightened Def Con from 0.000237807 to 0.000237807
Heightened Def Con from 0.000237807 +to 0.000237808
Heightened Def Con from 0.000237808 to 0.000237808
Heightened Def Con from 0.000237808 to 0.000237809
Heightened Def Con from 0.000237809 to 0.00023781
Heightened Def Con from 0.000237814 to 0.000237814
Heightened Def Con from 0.000237814 to 0.000237815
Heightened Def Con from 0.000237815 +to 0.000237816
Heightened Def Con from 0.000237816 +to 0.000237817
Heightened Def Con from 0.000237817 to 0.000237817
Heightened Def Con from 0.000237817 to 0.000237818
Heightened Def Con from 0.00023782 to 0.000237821
Heightened Def Con from 0.000237821 +to 0.000237822
Heightened Def Con from 0.000237843 to 0.000237844
Heightened Def Con from 0.000237844 to 0.000237845
Heightened Def Con from 0.000237847 to 0.000237847
Heightened Def Con from 0.000237848 to 0.000237848
Heightened Def Con from 0.000237848 to 0.000237848
Heightened Def Con from 0.000237848 to 0.00023785
Heightened Def Con from 0.00023785 to 0.00023785
Heightened Def Con from 0.00023785 to 0.00023785
Heightened Def Con from 0.00023785 to 0.000237851
Heightened Def Con from 0.000237853 +to 0.000237854
Heightened Def Con from 0.00023786 to 0.000237861
Heightened Def Con from 0.000237863 +to 0.000237864
Heightened Def Con from 0.000237865 to 0.000237866
Heightened Def Con from 0.000237869 to 0.000237869
Heightened Def Con from 0.000237869 to 0.00023787
Heightened Def Con from 0.000237874 to 0.000237874
Heightened Def Con from 0.000237874 +to 0.000237875
Heightened Def Con from 0.000237877 +to 0.000237878
Heightened Def Con from 0.000237878 +to 0.000237879
Heightened Def Con from 0.000237879 ++to 0.000237879
Heightened Def Con from 0.000237879 +to 0.00023788
Heightened Def Con from 0.00023788 +to 0.000237881
Heightened Def Con from 0.000237883 +to 0.000237883
Heightened Def Con from 0.000237883 to 0.000237883
Heightened Def Con from 0.000237883 to 0.000237883
Heightened Def Con from 0.000237883 to 0.000237884
Heightened Def Con from 0.000237884 to 0.000237884
Heightened Def Con from 0.000237884 to 0.000237886
Heightened Def Con from 0.000237886 to 0.000237886
Heightened Def Con from 0.000237886 +to 0.000237886
Heightened Def Con from 0.000237886 to 0.000237887
Heightened Def Con from 0.000237887 to 0.000237888
Heightened Def Con from 0.000238028 to 0.000238029
Heightened Def Con from 0.000238031 to 0.000238031
Heightened Def Con from 0.000238032 to 0.000238033
Heightened Def Con from 0.000238033 to 0.000238033
Heightened Def Con from 0.000238033 to 0.000238033
Heightened Def Con from 0.000238033 to 0.000238033
Heightened Def Con from 0.000238033 to 0.000238033
Heightened Def Con from 0.000238033 to 0.000238033
Heightened Def Con from 0.000238033 to 0.000238034
Heightened Def Con from 0.000238036 +to 0.000238036
Heightened Def Con from 0.000238036 to 0.000238036
Heightened Def Con from 0.000238036 to 0.000238037
Heightened Def Con from 0.000238038 to 0.000238038
Heightened Def Con from 0.000238038 ++to 0.000238039
Heightened Def Con from 0.000238042 ++to 0.000238042
Heightened Def Con from 0.000238042 to 0.000238044
Heightened Def Con from 0.000238044 to 0.000238044
Heightened Def Con from 0.000238044 to 0.000238044
Heightened Def Con from 0.000238044 to 0.000238044
Heightened Def Con from 0.000238044 +to 0.000238045
Heightened Def Con from 0.000238045 to 0.000238045
Heightened Def Con from 0.000238045 to 0.000238046
Heightened Def Con from 0.000238046 to 0.000238046
Heightened Def Con from 0.000238046 to 0.000238047
Heightened Def Con from 0.000238047 to 0.000238048
Heightened Def Con from 0.000238048 to 0.000238049
Heightened Def Con from 0.000238052 to 0.000238053
Heightened Def Con from 0.000238053 +to 0.000238054
Heightened Def Con from 0.000238054 to 0.000238055
Heightened Def Con from 0.000238055 ++to 0.000238056
Heightened Def Con from 0.000238056 to 0.000238056
Heightened Def Con from 0.000238056 +to 0.000238056
Heightened Def Con from 0.000238056 to 0.000238056
Heightened Def Con from 0.000238056 to 0.000238057
Heightened Def Con from 0.000238057 to 0.000238057
Heightened Def Con from 0.000238057 to 0.000238057
Heightened Def Con from 0.000238057 to 0.000238058
Heightened Def Con from 0.000238058 to 0.000238059
Heightened Def Con from 0.000238059 to 0.000238059
Heightened Def Con from 0.000238059 to 0.00023806
Heightened Def Con from 0.000238074 ++to 0.000238075
Heightened Def Con from 0.000238075 to 0.000238076
Heightened Def Con from 0.000238077 +to 0.000238078
Heightened Def Con from 0.000238078 to 0.000238079
Heightened Def Con from 0.000238079 +to 0.000238081
Heightened Def Con from 0.000238081 to 0.000238082
Heightened Def Con from 0.000238083 to 0.000238083
Heightened Def Con from 0.000238083 to 0.000238084
Heightened Def Con from 0.00023809 +to 0.000238091
Heightened Def Con from 0.000238091 ++to 0.000238091
Heightened Def Con from 0.000238091 +to 0.000238092
Heightened Def Con from 0.000238099 to 0.0002381
Heightened Def Con from 0.0002381 to 0.000238101
Heightened Def Con from 0.000238101 to 0.000238102
Heightened Def Con from 0.000238102 to 0.000238102
Heightened Def Con from 0.000238102 +to 0.000238102
Heightened Def Con from 0.000238102 to 0.000238103
Heightened Def Con from 0.000238103 +to 0.000238104
Heightened Def Con from 0.000238104 to 0.000238105
Heightened Def Con from 0.000238105 to 0.000238106
Heightened Def Con from 0.000238106 to 0.000238107
Heightened Def Con from 0.000238107 +to 0.000238108
Heightened Def Con from 0.00023811 to 0.000238111
Heightened Def Con from 0.000238111 to 0.000238112
Heightened Def Con from 0.000238112 to 0.000238113
Heightened Def Con from 0.000238113 +to 0.000238114
Heightened Def Con from 0.000238114 to 0.000238114
Heightened Def Con from 0.000238114 +to 0.000238115
Heightened Def Con from 0.000238129 to 0.000238129
Heightened Def Con from 0.000238129 to 0.00023813
Heightened Def Con from 0.00023813 +to 0.000238131
Heightened Def Con from 0.000238131 to 0.000238131
Heightened Def Con from 0.000238131 ++to 0.000238132
Heightened Def Con from 0.000238135 to 0.000238135
Heightened Def Con from 0.000238135 ++to 0.000238135
Heightened Def Con from 0.000238135 to 0.000238135
Heightened Def Con from 0.000238135 to 0.000238137
Heightened Def Con from 0.000238137 to 0.000238138
Heightened Def Con from 0.000238138 to 0.000238138
Heightened Def Con from 0.000238138 to 0.000238138
Heightened Def Con from 0.000238138 ++to 0.000238139
Heightened Def Con from 0.000238139 +to 0.00023814
Heightened Def Con from 0.000238142 to 0.000238143
Heightened Def Con from 0.000238143 +to 0.000238143
Heightened Def Con from 0.000238143 to 0.000238145
Heightened Def Con from 0.000238145 +to 0.000238145
Heightened Def Con from 0.000238145 to 0.000238146
Heightened Def Con from 0.000238148 to 0.000238149
Heightened Def Con from 0.000238149 to 0.000238151
Heightened Def Con from 0.000238165 to 0.000238165
